Date,Time,Load,Nuclear,Goesgen,Leibstadt,Muehleberg,Beznau 1,Beznau 2,Import+/Export-,Other
2022-01-01 ,00:00,7363.64,3023.9,1007.6,1288.0,0,364.4,363.9,1770.8,2569.0
2022-01-01 ,01:00,6904.7,3021.3,1006.2,1287.0,0,364.3,363.8,1941.1,1942.3
2022-01-01 ,02:00,7207.1,3023.9,1006.9,1289.0,0,364.1,363.9,2271.6,1911.7
2022-01-01 ,03:00,7120.73,3024.5,1008.8,1288.0,0,363.8,363.9,1910.5,2185.7
2022-01-01 ,04:00,6988.7,3023.0,1008.4,1288.0,0,362.8,363.8,1845.4,2120.3
2022-01-01 ,05:00,7004.1,3023.4,1008.1,1289.0,0,362.3,364.0,1507.2,2473.5
2022-01-01 ,06:00,6997.49,3024.3,1009.0,1289.0,0,362.5,363.8,1339.5,2633.7
2022-01-01 ,07:00,6998.7,3023.8,1009.4,1288.0,0,362.5,363.9,1579.4,2395.5
2022-01-01 ,08:00,7007.52,3027.2,1011.2,1290.0,0,362.1,363.9,1972.5,2007.8
2022-01-01 ,09:00,7014.52,3026.4,1010.1,1290.0,0,362.4,363.9,2140.1,1848.0
2022-01-01 ,10:00,7003.19,3024.5,1009.0,1289.0,0,362.6,363.9,1828.0,2150.7
2022-01-01 ,11:00,7288.74,3024.0,1008.3,1289.0,0,362.8,363.9,1571.4,2693.3
2022-01-01 ,12:00,7294.87,3022.2,1007.3,1288.0,0,363.0,363.9,1517.6,2755.1
2022-01-01 ,13:00,7254.81,3020.3,1005.1,1288.0,0,363.2,364.0,1461.7,2772.8
2022-01-01 ,14:00,7298.02,3019.2,1003.9,1288.0,0,363.4,363.9,1627.0,2651.9
2022-01-01 ,15:00,7091.43,3017.2,1003.7,1287.0,0,362.6,363.9,1656.2,2418.1
2022-01-01 ,16:00,7134.69,3017.6,1004.5,1287.0,0,362.2,363.9,1163.6,2953.5
2022-01-01 ,17:00,7319.13,3018.8,1004.7,1288.0,0,362.2,363.9,739.4,3560.9
2022-01-01 ,18:00,7165.95,3018.8,1005.5,1287.0,0,362.3,364.0,1436.2,2711.0
